,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
246,Caturra,Costa Rica,Washed / Wet,2015,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,0,188
247,Bourbon,Guatemala,Washed / Wet,2016,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,0.11,320
248,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,0,76
249,Caturra,Ethiopia,Natural / Dry,2014,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,0.12,231
250,Bourbon,Brazil,Semi-washed / Semi-pulped,2015,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,0,76
251,Catuai,Costa Rica,Washed / Wet,2013,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,0.1,188
252,Bourbon,Guatemala,Washed / Wet,2014,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,0.1,320
253,Yellow Bourbon,Brazil,Natural / Dry,2014,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,0.1,76
254,Caturra,Others,Natural / Dry,2013,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,0.09,218
255,Caturra,Colombia,Washed / Wet,2013,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,0.11,170
256,Bourbon,Guatemala,Washed / Wet,2013,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,0.11,320
257,Bourbon,Mexico,Natural / Dry,2012,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,0.1,484
258,Other,Mexico,Natural / Dry,2012,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,0.11,484
259,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,0.12,76
260,Caturra,Thailand,Washed / Wet,2011,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,0.02,764
261,Caturra,Thailand,Washed / Wet,2011,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,0.01,764
262,Caturra,Ethiopia,Washed / Wet,2010,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,0.1,231
263,Other,Others,Washed / Wet,2012,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,0.11,404
264,Bourbon,Brazil,Natural / Dry,2018,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,0.11,76
265,Caturra,Colombia,Washed / Wet,2017,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,0.11,170
266,Caturra,Colombia,Washed / Wet,2016,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,0,170
267,Other,Others,Washed / Wet,2015,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,0.1,156
268,Caturra,Colombia,Natural / Dry,2016,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,0,170
269,Bourbon,Uganda,Natural / Dry,2013,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,0.12,800
270,Caturra,Colombia,Washed / Wet,2014,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,0,170
271,Other,Colombia,Washed / Wet,2014,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,0,170
272,Caturra,Colombia,Washed / Wet,2013,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,0,170
273,Caturra,Colombia,Washed / Wet,2013,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,0.11,170
274,Caturra,Mexico,Natural / Dry,2012,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,0.13,484
275,Caturra,Guatemala,Washed / Wet,2012,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,0.11,320
276,Caturra,Colombia,Washed / Wet,Jan-11,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,0.1,170
277,Caturra,Colombia,Washed / Wet,2010,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,0.06,170
278,Bourbon,Brazil,Natural / Dry,2018,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,0.11,76
279,Other,Others,Washed / Wet,2017,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,0.11,404
280,Caturra,Honduras,Washed / Wet,2016,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,0.1,340
281,Caturra,Others,Washed / Wet,2016,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,0.1,558
282,Bourbon,Brazil,Natural / Dry,2016,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,0.11,76
283,Caturra,Costa Rica,Washed / Wet,2012,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,0.11,188
284,Caturra,Thailand,Washed / Wet,2014,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,0.12,764
285,Caturra,Colombia,Washed / Wet,2015,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,0.11,170
286,Bourbon,Guatemala,Washed / Wet,2014,8,7.5,7.33,8,8,8,9.33,10,10,7.5,0.1,320
287,Caturra,Colombia,Washed / Wet,2013,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,0,170
288,Caturra,Colombia,Washed / Wet,2013,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,0,170
289,Bourbon,Guatemala,Washed / Wet,2013,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,0.12,320
290,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,0.11,320
291,Caturra,Colombia,Washed / Wet,2012,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,0.11,170
292,Caturra,Guatemala,Natural / Dry,2012,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,0.11,320
293,Bourbon,Guatemala,Washed / Wet,2012,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,0.11,320
294,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,0.12,484
295,Typica,Others,Washed / Wet,2012,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,0.12,360
296,Caturra,Guatemala,Washed / Wet,2012,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,0.1,320
297,Bourbon,Brazil,Natural / Dry,2018,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,0.11,76
298,Caturra,Guatemala,Washed / Wet,2016,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.11,320
299,Caturra,Colombia,Washed / Wet,2016,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,0.11,170
300,Other,Others,Washed / Wet,2015,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.1,156
301,Caturra,Colombia,Washed / Wet,2015,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,0.12,170
302,Caturra,Mexico,Washed / Wet,2014,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,0.12,484
303,Other,Ethiopia,Washed / Wet,2014,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,0,231
304,Other,Uganda,Washed / Wet,2013,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,0.12,800
305,Caturra,Colombia,Natural / Dry,2014,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,0,170
306,Caturra,Colombia,Washed / Wet,2014,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,0.12,170
307,Caturra,Colombia,Washed / Wet,2014,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,0,170
308,Caturra,Colombia,Washed / Wet,2012,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,0.11,170
309,Typica,Mexico,Washed / Wet,2012,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,0.12,484
310,Caturra,Colombia,Natural / Dry,2012,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.11,170
311,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,0.12,76
312,Caturra,Colombia,Washed / Wet,2016,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,0,170
313,Caturra,Costa Rica,Washed / Wet,2015,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,0,188
314,Caturra,Colombia,Natural / Dry,2016,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,0,170
315,Bourbon,Guatemala,Washed / Wet,2016,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.1,320
316,Caturra,Colombia,Washed / Wet,2015,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,0.12,170
317,Other,Others,Semi-washed / Semi-pulped,2015,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,0.13,360
318,Caturra,Ethiopia,Natural / Dry,2014,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,0.1,231
319,Caturra,Colombia,Washed / Wet,2014,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,0,170
320,Caturra,Colombia,Washed / Wet,2014,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,0.11,170
321,Caturra,Guatemala,Washed / Wet,2013,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,0.1,320
322,Caturra,Colombia,Washed / Wet,2014,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,0,170
323,Caturra,Honduras,Natural / Dry,2015,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,0.1,340
324,Caturra,Colombia,Washed / Wet,2013,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,0,170
325,Caturra,Colombia,Washed / Wet,2013,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,0.11,170
326,Bourbon,Mexico,Natural / Dry,2012,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,0.13,484
327,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,0.11,484
328,Other,Mexico,Washed / Wet,2012,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,0.12,484
329,Caturra,Guatemala,Washed / Wet,2012,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,0.1,320
330,Caturra,Colombia,Washed / Wet,2012,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,0.11,170
331,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,0,320
332,Caturra,Others,Washed / Wet,23-Jul-10,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,0,360
333,Caturra,Colombia,Washed / Wet,2018,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,0,170
334,Bourbon,Guatemala,Washed / Wet,2017,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,0.1,320
335,Caturra,Colombia,Washed / Wet,2016,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,0.11,170
336,Caturra,Costa Rica,Washed / Wet,2016,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,0.09,188
337,Other,Uganda,Washed / Wet,2015,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,0.11,800
338,Other,Thailand,Washed / Wet,2015,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,0.13,764
339,Bourbon,Others,Washed / Wet,2016,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,0.11,222
340,Caturra,Colombia,Natural / Dry,2015,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,0.12,170
341,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,0.12,76
342,Caturra,Colombia,Washed / Wet,2015,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,0.12,170
343,Bourbon,Guatemala,Natural / Dry,2013,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,0.1,320
344,Caturra,Guatemala,Washed / Wet,2014,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,0.1,320
345,Bourbon,Guatemala,Washed / Wet,2013,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,0.11,320
346,Caturra,Colombia,Washed / Wet,2012,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,0.11,170
347,Caturra,Colombia,Washed / Wet,2012,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,0.1,170
348,Other,Thailand,Washed / Wet,2012,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,0.11,764
349,Caturra,Mexico,Washed / Wet,2012,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,0.09,484
350,Caturra,Colombia,Washed / Wet,2016,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,0,170
351,Caturra,Colombia,Washed / Wet,2016,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,0,170
352,Caturra,Colombia,Washed / Wet,2016,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,170
353,Catuai,Brazil,Semi-washed / Semi-pulped,2016,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,0.1,76
354,Caturra,Mexico,Washed / Wet,2014,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,0.12,484
355,Caturra,Colombia,Washed / Wet,2015,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,0.11,170
356,Other,Mexico,Washed / Wet,2013,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,0.12,484
357,Caturra,Costa Rica,Washed / Wet,2014,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,0.12,188
358,Catuai,Costa Rica,Washed / Wet,2013,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,0.11,188
359,Caturra,Others,Washed / Wet,2013,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,0.12,604
360,Typica,Others,Washed / Wet,2012,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,0.11,332
361,Caturra,Colombia,Natural / Dry,2013,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,0.11,170
362,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,0.11,320
363,Bourbon,Others,Washed / Wet,2012,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,0,108
364,Caturra,Colombia,Washed / Wet,2012,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,0,170
365,Typica,Mexico,Washed / Wet,2017,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,0.11,484
366,Catuai,Costa Rica,Pulped natural / honey,2016,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,0.11,188
367,Caturra,Costa Rica,Washed / Wet,2015,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,0.11,188
368,Other,Guatemala,Washed / Wet,2016,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,0.11,320
369,Other,Uganda,Washed / Wet,2015,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,0.12,800
370,Caturra,Brazil,Washed / Wet,2016,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,0.12,76
371,Caturra,Colombia,Natural / Dry,2016,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,0,170
372,Typica,Mexico,Natural / Dry,2015,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,0.12,484
373,Caturra,Colombia,Natural / Dry,2014,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,0,170
374,Caturra,Guatemala,Washed / Wet,2014,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,0.1,320
375,Caturra,Colombia,Washed / Wet,2013,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,0.11,170
376,Bourbon,Mexico,Washed / Wet,2013,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0.12,484
377,Mundo Novo,Mexico,Washed / Wet,2012,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0.13,484
378,Caturra,Mexico,Washed / Wet,2012,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,0.12,484
379,Bourbon,Guatemala,Washed / Wet,2012,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,0.11,320
380,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,76
381,Caturra,Colombia,Washed / Wet,2012,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,0.12,170
382,Caturra,Colombia,Washed / Wet,2012,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,0.11,170
383,Caturra,Colombia,Washed / Wet,2011,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,0.08,170
384,Caturra,Colombia,Washed / Wet,2010,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,0.13,170
385,Caturra,Colombia,Washed / Wet,2010,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,0.04,170
386,Bourbon,Brazil,Natural / Dry,2018,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,0.11,76
387,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,0.1,320
388,Caturra,Others,Washed / Wet,2017,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,0.11,604
389,Caturra,Guatemala,Washed / Wet,2016,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,0.11,320
390,Catuai,Honduras,Washed / Wet,2016,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,340
391,Other,Others,Washed / Wet,2015,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,0.11,156
392,Other,Others,Washed / Wet,2015,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,0.1,156
393,Bourbon,Others,Washed / Wet,2016,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,0,222
394,Bourbon,Guatemala,Washed / Wet,2015,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,0.11,320
395,Bourbon,Guatemala,Washed / Wet,2015,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,0.12,320
396,Other,Others,Washed / Wet,2014,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,404
397,Caturra,Thailand,Washed / Wet,2014,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,0.12,764
398,Caturra,Colombia,Washed / Wet,2014,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,0,170
399,Other,Uganda,Washed / Wet,2014,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,0.1,800
400,Caturra,Colombia,Washed / Wet,2014,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,170
401,Catuai,Honduras,Natural / Dry,2013,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,0.1,340
402,Caturra,Honduras,Natural / Dry,2015,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,340
403,Catuai,Guatemala,Washed / Wet,2014,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,0.09,320
404,Bourbon,Guatemala,Washed / Wet,2013,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,0.11,320
405,Typica,Mexico,Washed / Wet,2013,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,0.11,484
406,Typica,Mexico,Washed / Wet,2012,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,0.12,484
407,Other,Mexico,Washed / Wet,2012,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,0.14,484
408,Caturra,Colombia,Washed / Wet,2012,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,0.11,170
409,Typica,Mexico,Washed / Wet,2012,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,0.13,484
410,Caturra,Colombia,Washed / Wet,2012,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,0.11,170
411,Typica,Mexico,Washed / Wet,2012,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,0.11,484
412,Mundo Novo,Brazil,Natural / Dry,2012,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,0.12,76
413,Mundo Novo,Brazil,Natural / Dry,2012,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,0.11,76
414,Bourbon,Guatemala,Washed / Wet,2012,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,0,320
415,Mundo Novo,Brazil,Semi-washed / Semi-pulped,2011,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,0.12,76
416,Caturra,Brazil,Washed / Wet,2011,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,0.02,76
417,Caturra,Others,Washed / Wet,2011,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,0.14,222
418,Caturra,Ethiopia,Washed / Wet,2012,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,0.01,231
419,Caturra,Colombia,Washed / Wet,2016,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,0,170
420,Caturra,Colombia,Washed / Wet,2016,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,0,170
421,Yellow Bourbon,Brazil,Pulped natural / honey,2015,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,0.11,76
422,Yellow Bourbon,Brazil,Natural / Dry,2016,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,0,76
423,Mundo Novo,Brazil,Natural / Dry,2015,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.11,76
424,Bourbon,Brazil,Washed / Wet,2015,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,0,76
425,Catuai,Costa Rica,Washed / Wet,2014,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,0.1,188
426,Other,Mexico,Washed / Wet,2012,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,484
427,Caturra,Colombia,Washed / Wet,2012,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,0.01,170
428,Caturra,Colombia,Washed / Wet,2010,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,0.08,170
429,Caturra,Others,Washed / Wet,2010,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,0,360
430,Caturra,Guatemala,Washed / Wet,2012,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,0.02,320
431,Bourbon,Brazil,Natural / Dry,2018,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,0,76
432,Bourbon,Brazil,Natural / Dry,2016,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,0.11,76
433,Bourbon,Brazil,Natural / Dry,2016,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,0.11,76
434,Bourbon,Uganda,Washed / Wet,2015,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,0.12,800
435,Bourbon,Uganda,Natural / Dry,2015,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,0.12,800
436,Caturra,Colombia,Washed / Wet,2016,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,0.11,170
437,Catuai,Guatemala,Washed / Wet,2015,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,0.11,320
438,Catuai,Guatemala,Washed / Wet,2015,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,0.11,320
439,Bourbon,Guatemala,Washed / Wet,2015,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,0.11,320
440,Catuai,Brazil,Natural / Dry,2014,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,0,76
441,Other,Uganda,Washed / Wet,2013,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0.12,800
442,Bourbon,Guatemala,Washed / Wet,2014,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,0.1,320
443,Catuai,Costa Rica,Washed / Wet,2013,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,0.11,188
444,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,0.12,76
445,Caturra,Colombia,Washed / Wet,2013,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,0.11,170
446,Caturra,Colombia,Washed / Wet,2013,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,0,170
447,Caturra,Colombia,Natural / Dry,2013,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,0.11,170
448,Caturra,Colombia,Natural / Dry,2013,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,0,170
449,Caturra,Colombia,Washed / Wet,2012,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,0.11,170
450,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,0.11,484
451,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,0.11,484
452,Bourbon,Mexico,Washed / Wet,2012,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,0.11,484
453,Other,Colombia,Natural / Dry,2012,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,0,170
454,Caturra,Colombia,Washed / Wet,2012,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,0,170
455,Caturra,Colombia,Washed / Wet,2012,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,0.11,170
456,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,0.1,320
457,Caturra,Colombia,Washed / Wet,2011,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,0.12,170
458,Caturra,Thailand,Washed / Wet,2011,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.28,764
459,Caturra,Colombia,Washed / Wet,2012,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,0.08,170
460,Caturra,Colombia,Washed / Wet,2011,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,0.06,170
461,Caturra,Others,Washed / Wet,2010,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,0.07,558
462,Caturra,Thailand,Washed / Wet,2012,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,0,764
463,Bourbon,Brazil,Natural / Dry,2018,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,0,76
464,Bourbon,Others,Washed / Wet,2017,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,0,222
465,Caturra,Colombia,Washed / Wet,2017,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,0.11,170
